ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
BGR,Bulgaria,total,Sanitation,2002,1E-05,0.91937,Unimproved
BGR,Bulgaria,rural,Sanitation,2002,4E-05,0.91937,Unimproved
BGR,Bulgaria,urban,Sanitation,2002,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2002,0.10072,7922.39309,Unimproved
BGR,Bulgaria,rural,Drinking water,2002,0,0,Unimproved
BGR,Bulgaria,urban,Drinking water,2002,0.14486,7922.39291,Unimproved
BGR,Bulgaria,rural,Sanitation,2003,83.71592,1967832.47822,At least basic
BGR,Bulgaria,rural,Drinking water,2003,99.43784,2337393.0352,At least basic
BGR,Bulgaria,urban,Drinking water,2003,99.82938,5443969.38194,At least basic
BGR,Bulgaria,total,Sanitation,2003,38.09591,2972959.61886,Basic service
BGR,Bulgaria,urban,Sanitation,2003,31.44283,1714663.35024,Basic service
BGR,Bulgaria,total,Drinking water,2003,2.90255,226511.76164,Basic service
BGR,Bulgaria,total,Sanitation,2003,14.14261,1103672.31237,Limited service
BGR,Bulgaria,rural,Sanitation,2003,16.2839,382770.40723,Limited service
BGR,Bulgaria,urban,Sanitation,2003,13.21962,720901.87125,Limited service
BGR,Bulgaria,total,Drinking water,2003,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2003,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2003,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2003,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2003,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2003,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2003,47.76143,3727245.03088,Safely managed service
BGR,Bulgaria,urban,Sanitation,2003,55.33756,3017708.61103,Safely managed service
BGR,Bulgaria,total,Drinking water,2003,96.80889,7554850.89901,Safely managed service
BGR,Bulgaria,total,Drinking water,2003,0.15917,12421.63151,Surface water
BGR,Bulgaria,rural,Drinking water,2003,0.52844,12421.63124,Surface water
BGR,Bulgaria,urban,Drinking water,2003,0,0,Surface water
BGR,Bulgaria,total,Sanitation,2003,5E-05,4.03789,Unimproved
BGR,Bulgaria,rural,Sanitation,2003,0.00018,4.28203,Unimproved
BGR,Bulgaria,urban,Sanitation,2003,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2003,0.12938,10096.70783,Unimproved
BGR,Bulgaria,rural,Drinking water,2003,0.03371,792.50105,Unimproved
BGR,Bulgaria,urban,Drinking water,2003,0.17062,9304.45058,Unimproved
BGR,Bulgaria,rural,Sanitation,2004,83.7158,1929596.72085,At least basic
BGR,Bulgaria,rural,Drinking water,2004,99.33841,2289688.11556,At least basic
BGR,Bulgaria,urban,Drinking water,2004,99.80362,5427647.06427,At least basic
BGR,Bulgaria,total,Sanitation,2004,38.21902,2959399.55593,Basic service
BGR,Bulgaria,urban,Sanitation,2004,31.52004,1714162.79564,Basic service
BGR,Bulgaria,total,Drinking water,2004,2.9012,224647.94508,Basic service
BGR,Bulgaria,total,Sanitation,2004,14.13175,1094258.9167,Limited service
BGR,Bulgaria,rural,Sanitation,2004,16.28387,375333.028,Limited service
BGR,Bulgaria,urban,Sanitation,2004,13.21962,718925.92265,Limited service
BGR,Bulgaria,total,Drinking water,2004,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2004,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2004,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2004,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2004,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2004,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2004,47.64913,3689597.76953,Safely managed service
BGR,Bulgaria,urban,Sanitation,2004,55.26034,3005238.01916,Safely managed service
BGR,Bulgaria,total,Drinking water,2004,96.76394,7492686.99134,Safely managed service
BGR,Bulgaria,total,Drinking water,2004,0.1573,12180.2913,Surface water
BGR,Bulgaria,rural,Drinking water,2004,0.52844,12180.29158,Surface water
BGR,Bulgaria,urban,Drinking water,2004,0,0,Surface water
BGR,Bulgaria,total,Sanitation,2004,0.0001,7.75784,Unimproved
BGR,Bulgaria,rural,Sanitation,2004,0.00033,7.5137,Unimproved
BGR,Bulgaria,urban,Sanitation,2004,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2004,0.17756,13748.77228,Unimproved
BGR,Bulgaria,rural,Drinking water,2004,0.13314,3068.85541,Unimproved
BGR,Bulgaria,urban,Drinking water,2004,0.19638,10679.67318,Unimproved
BGR,Bulgaria,rural,Sanitation,2005,83.71568,1892188.51474,At least basic
BGR,Bulgaria,rural,Drinking water,2005,99.23899,2243054.886,At least basic
BGR,Bulgaria,urban,Drinking water,2005,99.77787,5411459.76825,At least basic
BGR,Bulgaria,total,Sanitation,2005,38.30418,2943202.63819,Basic service
BGR,Bulgaria,urban,Sanitation,2005,31.59726,1713679.47788,Basic service
BGR,Bulgaria,total,Drinking water,2005,2.89987,222819.27657,Basic service
BGR,Bulgaria,total,Sanitation,2005,14.12099,1085023.46345,Limited service
BGR,Bulgaria,rural,Sanitation,2005,16.28385,368056.61883,Limited service
BGR,Bulgaria,urban,Sanitation,2005,13.21962,716966.84299,Limited service
BGR,Bulgaria,total,Drinking water,2005,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2005,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2005,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2005,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2005,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2005,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2005,47.57469,3655526.27972,Safely managed service
BGR,Bulgaria,urban,Sanitation,2005,55.18313,2992860.92691,Safely managed service
BGR,Bulgaria,total,Drinking water,2005,96.71948,7431695.3774,Safely managed service
BGR,Bulgaria,total,Drinking water,2005,0.15545,11944.17532,Surface water
BGR,Bulgaria,rural,Drinking water,2005,0.52844,11944.17504,Surface water
BGR,Bulgaria,urban,Drinking water,2005,0,0,Surface water
BGR,Bulgaria,total,Sanitation,2005,0.00014,10.61865,Unimproved
BGR,Bulgaria,rural,Sanitation,2005,0.00047,10.61865,Unimproved
BGR,Bulgaria,urban,Sanitation,2005,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2005,0.2252,17304.17071,Unimproved
BGR,Bulgaria,rural,Drinking water,2005,0.23257,5256.69118,Unimproved
BGR,Bulgaria,urban,Drinking water,2005,0.22213,12047.47953,Unimproved
BGR,Bulgaria,rural,Sanitation,2006,83.71556,1855491.07823,At least basic
BGR,Bulgaria,rural,Drinking water,2006,99.13956,2197352.1047,At least basic
BGR,Bulgaria,urban,Drinking water,2006,99.75211,5395128.58203,At least basic
BGR,Bulgaria,total,Sanitation,2006,38.30893,2921039.8538,Basic service
BGR,Bulgaria,urban,Sanitation,2006,31.67447,1713125.16046,Basic service
BGR,Bulgaria,total,Drinking water,2006,2.89855,221013.49024,Basic service
BGR,Bulgaria,total,Sanitation,2006,14.11032,1075906.11316,Limited service
BGR,Bulgaria,rural,Sanitation,2006,16.28382,360918.46409,Limited service
BGR,Bulgaria,urban,Sanitation,2006,13.21962,714987.68264,Limited service
BGR,Bulgaria,total,Drinking water,2006,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2006,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2006,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2006,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2006,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2006,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2006,47.58057,3627999.18861,Safely managed service
BGR,Bulgaria,urban,Sanitation,2006,55.10591,2980423.01428,Safely managed service
BGR,Bulgaria,total,Drinking water,2006,96.6755,7371466.95321,Safely managed service
BGR,Bulgaria,urban,Drinking water,2006,0,0,Surface water
BGR,Bulgaria,total,Sanitation,2006,0.00018,13.84444,Unimproved
BGR,Bulgaria,rural,Sanitation,2006,0.00061,13.6003,Unimproved
BGR,Bulgaria,urban,Sanitation,2006,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2006,0.42595,32478.55654,Unimproved
BGR,Bulgaria,rural,Drinking water,2006,0.86044,19071.03792,Unimproved
BGR,Bulgaria,urban,Drinking water,2006,0.24789,13407.27535,Unimproved
BGR,Bulgaria,rural,Sanitation,2008,83.71532,1784209.23199,At least basic
BGR,Bulgaria,rural,Drinking water,2008,98.9407,2108704.98393,At least basic
BGR,Bulgaria,urban,Drinking water,2008,99.7006,5362944.29606,At least basic
BGR,Bulgaria,total,Sanitation,2008,38.31833,2877833.59269,Basic service
BGR,Bulgaria,urban,Sanitation,2008,31.8289,1712092.40455,Basic service
BGR,Bulgaria,total,Drinking water,2008,2.89596,217496.15259,Basic service
BGR,Bulgaria,total,Sanitation,2008,14.08916,1058142.85602,Limited service
BGR,Bulgaria,rural,Sanitation,2008,16.28378,347053.16732,Limited service
BGR,Bulgaria,urban,Sanitation,2008,13.21962,711089.68516,Limited service
BGR,Bulgaria,total,Drinking water,2008,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2008,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2008,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2008,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2008,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2008,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2008,47.59225,3574335.3432,Safely managed service
BGR,Bulgaria,urban,Sanitation,2008,54.95148,2955867.30288,Safely managed service
BGR,Bulgaria,total,Drinking water,2008,96.58899,7254153.12653,Safely managed service
BGR,Bulgaria,urban,Drinking water,2008,0,0,Surface water
BGR,Bulgaria,total,Sanitation,2008,0.00026,19.2081,Unimproved
BGR,Bulgaria,rural,Sanitation,2008,0.0009,19.2081,Unimproved
BGR,Bulgaria,urban,Sanitation,2008,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2008,0.51505,38681.72088,Unimproved
BGR,Bulgaria,rural,Drinking water,2008,1.0593,22576.62348,Unimproved
BGR,Bulgaria,urban,Drinking water,2008,0.2994,16105.09652,Unimproved
BGR,Bulgaria,rural,Sanitation,2016,83.71436,1532580.21951,At least basic
BGR,Bulgaria,rural,Drinking water,2016,98.14528,1796770.79095,At least basic
BGR,Bulgaria,urban,Drinking water,2016,99.49454,5273975.26327,At least basic
BGR,Bulgaria,total,Sanitation,2016,23.54175,1678878.56773,Basic service
BGR,Bulgaria,urban,Sanitation,2016,15.92277,844029.18905,Basic service
BGR,Bulgaria,total,Drinking water,2016,2.18084,155526.27379,Basic service
BGR,Bulgaria,total,Sanitation,2016,14.00617,998849.12089,Limited service
BGR,Bulgaria,rural,Sanitation,2016,16.28359,298107.87312,Limited service
BGR,Bulgaria,urban,Sanitation,2016,13.21962,700741.23111,Limited service
BGR,Bulgaria,total,Drinking water,2016,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2016,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2016,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2016,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2016,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2016,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2016,62.45155,4453728.87111,Safely managed service
BGR,Bulgaria,urban,Sanitation,2016,70.85761,3755997.92485,Safely managed service
BGR,Bulgaria,total,Drinking water,2016,96.96734,6915219.90165,Safely managed service
BGR,Bulgaria,urban,Drinking water,2016,0.13831,7331.38328,Surface water
BGR,Bulgaria,total,Sanitation,2016,0.00052,37.44028,Unimproved
BGR,Bulgaria,rural,Sanitation,2016,0.00205,37.56235,Unimproved
BGR,Bulgaria,urban,Sanitation,2016,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2016,0.85182,60747.82456,Unimproved
BGR,Bulgaria,rural,Drinking water,2016,1.85472,33954.86404,Unimproved
BGR,Bulgaria,urban,Drinking water,2016,0.36715,19461.69847,Unimproved
BGR,Bulgaria,rural,Sanitation,2017,83.71424,1502329.64705,At least basic
BGR,Bulgaria,rural,Drinking water,2017,98.04585,1759523.7444,At least basic
BGR,Bulgaria,urban,Drinking water,2017,99.46879,5261877.17071,At least basic
BGR,Bulgaria,total,Sanitation,2017,21.58999,1529557.87258,Basic service
BGR,Bulgaria,urban,Sanitation,2017,13.88624,734579.30891,Basic service
BGR,Bulgaria,total,Drinking water,2017,2.16241,153197.30388,Basic service
BGR,Bulgaria,total,Sanitation,2017,13.99575,991538.54271,Limited service
BGR,Bulgaria,rural,Sanitation,2017,16.28357,292223.72187,Limited service
BGR,Bulgaria,urban,Sanitation,2017,13.21962,699314.81921,Limited service
BGR,Bulgaria,total,Drinking water,2017,0,0,Limited service
BGR,Bulgaria,rural,Drinking water,2017,0,0,Limited service
BGR,Bulgaria,urban,Drinking water,2017,0,0,Limited service
BGR,Bulgaria,total,Sanitation,2017,0,0,Open defecation
BGR,Bulgaria,rural,Sanitation,2017,0,0,Open defecation
BGR,Bulgaria,urban,Sanitation,2017,0,0,Open defecation
BGR,Bulgaria,total,Sanitation,2017,64.41371,4563435.18282,Safely managed service
BGR,Bulgaria,urban,Sanitation,2017,72.89414,3856084.10107,Safely managed service
BGR,Bulgaria,total,Drinking water,2017,96.94594,6868203.61047,Safely managed service
BGR,Bulgaria,urban,Drinking water,2017,0.13831,7316.45969,Surface water
BGR,Bulgaria,total,Sanitation,2017,0.00056,39.40189,Unimproved
BGR,Bulgaria,rural,Sanitation,2017,0.0022,39.40189,Unimproved
BGR,Bulgaria,urban,Sanitation,2017,0,0,Unimproved
BGR,Bulgaria,total,Drinking water,2017,0.89166,63170.08565,Unimproved
BGR,Bulgaria,rural,Drinking water,2017,1.95415,35069.02642,Unimproved
BGR,Bulgaria,urban,Drinking water,2017,0.39291,20784.59878,Unimproved
BHR,Bahrain,total,Sanitation,2000,4,26584.56,Basic service
BHR,Bahrain,total,Drinking water,2000,1.09866,7301.87266,Basic service
BHR,Bahrain,total,Sanitation,2000,0,0,Limited service
BHR,Bahrain,total,Drinking water,2000,0,0,Limited service
BHR,Bahrain,total,Sanitation,2000,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2000,95.8544,637061.76361,Safely managed service
BHR,Bahrain,total,Drinking water,2000,98.79928,656633.851,Safely managed service
BHR,Bahrain,total,Drinking water,2000,0,0,Surface water
BHR,Bahrain,total,Sanitation,2000,0.1456,967.67639,Unimproved
BHR,Bahrain,total,Drinking water,2000,0.10206,678.27634,Unimproved
BHR,Bahrain,total,Sanitation,2001,4,27901.96,Basic service
BHR,Bahrain,total,Drinking water,2001,1.08641,7578.22398,Basic service
BHR,Bahrain,total,Sanitation,2001,0,0,Limited service
BHR,Bahrain,total,Drinking water,2001,0,0,Limited service
BHR,Bahrain,total,Sanitation,2001,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2001,95.86792,668725.7188,Safely managed service
BHR,Bahrain,total,Drinking water,2001,98.82163,689329.29419,Safely managed service
BHR,Bahrain,total,Drinking water,2001,0,0,Surface water
BHR,Bahrain,total,Sanitation,2001,0.13208,921.3212,Unimproved
BHR,Bahrain,total,Drinking water,2001,0.09196,641.48183,Unimproved
BHR,Bahrain,total,Sanitation,2002,4,29405.92,Basic service
BHR,Bahrain,total,Drinking water,2002,1.07415,7896.58211,Basic service
BHR,Bahrain,total,Sanitation,2002,0,0,Limited service
BHR,Bahrain,total,Drinking water,2002,0,0,Limited service
BHR,Bahrain,total,Sanitation,2002,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2002,95.88144,704870.48997,Safely managed service
BHR,Bahrain,total,Drinking water,2002,98.84398,726649.56073,Safely managed service
BHR,Bahrain,total,Drinking water,2002,0,0,Surface water
BHR,Bahrain,total,Sanitation,2002,0.11856,871.59003,Unimproved
BHR,Bahrain,total,Drinking water,2002,0.08187,601.85715,Unimproved
BHR,Bahrain,total,Sanitation,2003,4,31148.44,Basic service
BHR,Bahrain,total,Drinking water,2003,1.06189,8269.03354,Basic service
BHR,Bahrain,total,Sanitation,2003,0,0,Limited service
BHR,Bahrain,total,Drinking water,2003,0,0,Limited service
BHR,Bahrain,total,Sanitation,2003,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2003,95.89496,746744.60331,Safely managed service
BHR,Bahrain,total,Drinking water,2003,98.86634,769883.04334,Safely managed service
BHR,Bahrain,total,Drinking water,2003,0,0,Surface water
BHR,Bahrain,total,Sanitation,2003,0.10504,817.95669,Unimproved
BHR,Bahrain,total,Drinking water,2003,0.07178,558.92312,Unimproved
BHR,Bahrain,total,Sanitation,2004,4,33193.92,Basic service
BHR,Bahrain,total,Drinking water,2004,1.04962,8710.28015,Basic service
BHR,Bahrain,total,Sanitation,2004,0,0,Limited service
BHR,Bahrain,total,Drinking water,2004,0,0,Limited service
BHR,Bahrain,total,Sanitation,2004,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2004,95.90848,795894.60436,Safely managed service
BHR,Bahrain,total,Drinking water,2004,98.88869,820625.85297,Safely managed service
BHR,Bahrain,total,Drinking water,2004,0,0,Surface water
BHR,Bahrain,total,Sanitation,2004,0.09152,759.47564,Unimproved
BHR,Bahrain,total,Drinking water,2004,0.06168,511.86688,Unimproved
BHR,Bahrain,total,Sanitation,2005,4,35566.72,Basic service
BHR,Bahrain,total,Drinking water,2005,1.03736,9223.84903,Basic service
BHR,Bahrain,total,Sanitation,2005,0,0,Limited service
BHR,Bahrain,total,Drinking water,2005,0,0,Limited service
BHR,Bahrain,total,Sanitation,2005,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2005,95.922,852907.7301,Safely managed service
BHR,Bahrain,total,Drinking water,2005,98.91105,879485.44177,Safely managed service
BHR,Bahrain,total,Drinking water,2005,0,0,Surface water
BHR,Bahrain,total,Sanitation,2005,0.078,693.5499,Unimproved
BHR,Bahrain,total,Drinking water,2005,0.05159,458.70919,Unimproved
BHR,Bahrain,total,Sanitation,2006,4,38336.56,Basic service
BHR,Bahrain,total,Drinking water,2006,1.02509,9824.59179,Basic service
BHR,Bahrain,total,Sanitation,2006,0,0,Limited service
BHR,Bahrain,total,Drinking water,2006,0,0,Limited service
BHR,Bahrain,total,Sanitation,2006,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2006,95.93552,919459.45567,Safely managed service
BHR,Bahrain,total,Drinking water,2006,98.93342,948191.71272,Safely managed service
BHR,Bahrain,total,Drinking water,2006,0,0,Surface water
BHR,Bahrain,total,Sanitation,2006,0.06448,617.98433,Unimproved
BHR,Bahrain,total,Drinking water,2006,0.0415,397.69549,Unimproved
BHR,Bahrain,total,Sanitation,2008,4,44583.6,Basic service
BHR,Bahrain,total,Drinking water,2008,1.01652,11330.04392,Basic service
BHR,Bahrain,total,Sanitation,2008,0,0,Limited service
BHR,Bahrain,total,Drinking water,2008,0,0,Limited service
BHR,Bahrain,total,Sanitation,2008,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2008,95.96256,1069589.09819,Safely managed service
BHR,Bahrain,total,Drinking water,2008,98.96217,1103022.45558,Safely managed service
BHR,Bahrain,total,Drinking water,2008,0,0,Surface water
BHR,Bahrain,total,Sanitation,2008,0.03744,417.30181,Unimproved
BHR,Bahrain,total,Drinking water,2008,0.02131,237.5005,Unimproved
BHR,Bahrain,total,Sanitation,2016,4,57006.84,Basic service
BHR,Bahrain,total,Drinking water,2016,1.01674,14490.25334,Basic service
BHR,Bahrain,total,Sanitation,2016,0,0,Limited service
BHR,Bahrain,total,Drinking water,2016,0,0,Limited service
BHR,Bahrain,total,Sanitation,2016,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2016,96,1368164.16,Safely managed service
BHR,Bahrain,total,Drinking water,2016,98.98326,1410680.74666,Safely managed service
BHR,Bahrain,total,Drinking water,2016,0,0,Surface water
BHR,Bahrain,total,Sanitation,2016,0,0,Unimproved
BHR,Bahrain,total,Drinking water,2016,0,0,Unimproved
BHR,Bahrain,total,Sanitation,2017,4,59703.36,Basic service
BHR,Bahrain,total,Drinking water,2017,1.01674,15175.66684,Basic service
BHR,Bahrain,total,Sanitation,2017,0,0,Limited service
BHR,Bahrain,total,Drinking water,2017,0,0,Limited service
BHR,Bahrain,total,Sanitation,2017,0,0,Open defecation
BHR,Bahrain,total,Sanitation,2017,96,1432880.64,Safely managed service
BHR,Bahrain,total,Drinking water,2017,98.98326,1477408.33316,Safely managed service
BHR,Bahrain,total,Drinking water,2017,0,0,Surface water
BHR,Bahrain,total,Sanitation,2017,0,0,Unimproved
BHR,Bahrain,total,Drinking water,2017,0,0,Unimproved
BHS,Bahamas,total,Sanitation,2000,87.60183,260957.08346,At least basic
BHS,Bahamas,total,Drinking water,2000,98.2455,292663.50688,At least basic
BHS,Bahamas,total,Sanitation,2000,5.32458,15861.38455,Limited service
BHS,Bahamas,total,Drinking water,2000,0,0,Limited service
BHS,Bahamas,total,Sanitation,2000,1.13647,3385.41914,Open defecation
BHS,Bahamas,total,Drinking water,2000,0,0,Surface water
BHS,Bahamas,total,Sanitation,2000,5.93713,17686.11284,Unimproved
BHS,Bahamas,total,Drinking water,2000,1.7545,5226.49312,Unimproved
BHS,Bahamas,total,Sanitation,2001,88.11921,267120.16745,At least basic
BHS,Bahamas,total,Drinking water,2001,98.28826,297946.11676,At least basic
BHS,Bahamas,total,Sanitation,2001,5.16194,15647.65999,Limited service
BHS,Bahamas,total,Drinking water,2001,0,0,Limited service
BHS,Bahamas,total,Sanitation,2001,1.07558,3260.46397,Open defecation
BHS,Bahamas,total,Drinking water,2001,0,0,Surface water
BHS,Bahamas,total,Sanitation,2001,5.64326,17106.70859,Unimproved
BHS,Bahamas,total,Drinking water,2001,1.71174,5188.88324,Unimproved
BHS,Bahamas,total,Sanitation,2002,88.63798,274030.53344,At least basic
BHS,Bahamas,total,Drinking water,2002,98.33102,303997.24468,At least basic
BHS,Bahamas,total,Sanitation,2002,4.99792,15451.4176,Limited service
BHS,Bahamas,total,Drinking water,2002,0,0,Limited service
BHS,Bahamas,total,Sanitation,2002,1.0147,3137.00618,Open defecation
BHS,Bahamas,total,Drinking water,2002,0,0,Surface water
BHS,Bahamas,total,Sanitation,2002,5.3494,16538.04278,Unimproved
BHS,Bahamas,total,Drinking water,2002,1.66898,5159.75532,Unimproved
BHS,Bahamas,total,Sanitation,2003,89.15815,281513.29336,At least basic
BHS,Bahamas,total,Drinking water,2003,98.37379,310611.30252,At least basic
BHS,Bahamas,total,Sanitation,2003,4.8325,15258.4343,Limited service
BHS,Bahamas,total,Drinking water,2003,0,0,Limited service
BHS,Bahamas,total,Sanitation,2003,0.95381,3011.62356,Open defecation
BHS,Bahamas,total,Drinking water,2003,0,0,Surface water
BHS,Bahamas,total,Sanitation,2003,5.05553,15962.64878,Unimproved
BHS,Bahamas,total,Drinking water,2003,1.62621,5134.69748,Unimproved
BHS,Bahamas,total,Sanitation,2004,89.67971,289240.37459,At least basic
BHS,Bahamas,total,Drinking water,2004,98.41655,317418.97145,At least basic
BHS,Bahamas,total,Sanitation,2004,4.66569,15048.07828,Limited service
BHS,Bahamas,total,Drinking water,2004,0,0,Limited service
BHS,Bahamas,total,Sanitation,2004,0.89293,2879.92304,Open defecation
BHS,Bahamas,total,Drinking water,2004,0,0,Surface water
BHS,Bahamas,total,Sanitation,2004,4.76167,15357.62409,Unimproved
BHS,Bahamas,total,Drinking water,2004,1.58345,5107.02855,Unimproved
BHS,Bahamas,total,Sanitation,2005,90.20266,296991.34613,At least basic
BHS,Bahamas,total,Drinking water,2005,98.45932,324176.31742,At least basic
BHS,Bahamas,total,Sanitation,2005,4.49749,14807.95688,Limited service
BHS,Bahamas,total,Drinking water,2005,0,0,Limited service
BHS,Bahamas,total,Sanitation,2005,0.83204,2739.4923,Open defecation
BHS,Bahamas,total,Drinking water,2005,0,0,Surface water
BHS,Bahamas,total,Sanitation,2005,4.46781,14710.2047,Unimproved
BHS,Bahamas,total,Drinking water,2005,1.54068,5072.68258,Unimproved
BHS,Bahamas,total,Sanitation,2006,90.727,304688.47645,At least basic
BHS,Bahamas,total,Drinking water,2006,98.50208,330799.54052,At least basic
BHS,Bahamas,total,Sanitation,2006,4.3279,14534.39833,Limited service
BHS,Bahamas,total,Drinking water,2006,0,0,Limited service
BHS,Bahamas,total,Sanitation,2006,0.77116,2589.77995,Open defecation
BHS,Bahamas,total,Drinking water,2006,0,0,Surface water
BHS,Bahamas,total,Sanitation,2006,4.17394,14017.34527,Unimproved
BHS,Bahamas,total,Drinking water,2006,1.49792,5030.45948,Unimproved
BHS,Bahamas,total,Sanitation,2008,91.77985,320014.32365,At least basic
BHS,Bahamas,total,Drinking water,2008,98.58761,343751.3358,At least basic
BHS,Bahamas,total,Sanitation,2008,3.98455,13893.15551,Limited service
BHS,Bahamas,total,Drinking water,2008,0,0,Limited service
BHS,Bahamas,total,Sanitation,2008,0.64939,2264.26226,Open defecation
BHS,Bahamas,total,Drinking water,2008,0,0,Surface water
BHS,Bahamas,total,Sanitation,2008,3.58621,12504.25858,Unimproved
BHS,Bahamas,total,Drinking water,2008,1.41239,4924.6642,Unimproved
BHS,Bahamas,total,Sanitation,2016,94.93058,371398.81586,At least basic
BHS,Bahamas,total,Drinking water,2016,98.88696,386877.43329,At least basic
BHS,Bahamas,total,Sanitation,2016,3.31706,12977.4125,Limited service
BHS,Bahamas,total,Drinking water,2016,0,0,Limited service
BHS,Bahamas,total,Sanitation,2016,0.2232,873.21316,Open defecation
BHS,Bahamas,total,Drinking water,2016,0,0,Surface water
BHS,Bahamas,total,Sanitation,2016,1.52916,5982.55848,Unimproved
BHS,Bahamas,total,Drinking water,2016,1.11304,4354.56671,Unimproved
BHS,Bahamas,total,Sanitation,2017,94.93058,375318.49961,At least basic
BHS,Bahamas,total,Drinking water,2017,98.88696,390960.47589,At least basic
BHS,Bahamas,total,Sanitation,2017,3.31706,13114.37404,Limited service
BHS,Bahamas,total,Drinking water,2017,0,0,Limited service
BHS,Bahamas,total,Sanitation,2017,0.2232,882.42891,Open defecation
BHS,Bahamas,total,Drinking water,2017,0,0,Surface water
BHS,Bahamas,total,Sanitation,2017,1.52916,6045.69744,Unimproved
BHS,Bahamas,total,Drinking water,2017,1.11304,4400.52411,Unimproved
BIH,Bosnia and Herzegovina,rural,Sanitation,2000,92.58207,2009239.65504,At least basic
BIH,Bosnia and Herzegovina,rural,Drinking water,2000,96.25556,2088962.5421,At least basic
BIH,Bosnia and Herzegovina,urban,Drinking water,2000,98.64831,1574901.19514,At least basic
BIH,Bosnia and Herzegovina,total,Sanitation,2000,76.31938,2874726.50338,Basic service
BIH,Bosnia and Herzegovina,urban,Sanitation,2000,92.02093,1469096.29085,Basic service
BIH,Bosnia and Herzegovina,total,Drinking water,2000,9.91972,373646.77099,Basic service
BIH,Bosnia and Herzegovina,total,Sanitation,2000,0.63617,23962.79523,Limited service
BIH,Bosnia and Herzegovina,rural,Sanitation,2000,0.76212,16539.79347,Limited service
BIH,Bosnia and Herzegovina,urban,Sanitation,2000,0.46496,7423.00251,Limited service
BIH,Bosnia and Herzegovina,total,Drinking water,2000,1.12929,42537.13124,Limited service
BIH,Bosnia and Herzegovina,rural,Drinking water,2000,1.35021,29302.66875,Limited service
BIH,Bosnia and Herzegovina,urban,Drinking water,2000,0.82898,13234.46382,Limited service
BIH,Bosnia and Herzegovina,total,Sanitation,2000,0.66104,24899.48453,Open defecation
BIH,Bosnia and Herzegovina,rural,Sanitation,2000,0.87296,18945.22921,Open defecation
BIH,Bosnia and Herzegovina,urban,Sanitation,2000,0.37296,5954.25608,Open defecation
BIH,Bosnia and Herzegovina,total,Sanitation,2000,18.75907,706598.92437,Safely managed service
